0,0.54078,0.543823
0,0.53395,0.53689
0,0.526202,0.527383
0,0.525874,0.53689
0,0.524522,0.525016
0,0.523195,0.52564
0,0.520839,0.520946
0,0.518608,0.520722
0,0.517394,0.51811
0,0.516364,0.520355
0,0.516262,0.517235
0,0.513974,0.520516
0,0.513633,0.526741
0,0.512585,0.520484
0,0.512573,0.517697
0,0.512392,0.513163
0,0.509726,0.51255
0,0.509705,0.511435
0,0.509607,0.523176
0,0.508645,0.513116
0,0.508597,0.517588
0,0.508014,0.512667
0,0.507144,0.511848
0,0.507122,0.507394
0,0.507001,0.511697
0,0.506531,0.510827
0,0.506398,0.50686
0,0.506187,0.512449
0,0.505863,0.506622
0,0.505209,0.508854
0,0.504995,0.505537
0,0.504404,0.506867
0,0.504225,0.509719
0,0.504222,0.506188
0,0.503856,0.505906
0,0.503422,0.504675
0,0.50305,0.514791
0,0.502843,0.503258
0,0.502751,0.505706
0,0.502062,0.509147
0,0.501308,0.50935
0,0.501182,0.50692
0,0.50102,0.501418
0,0.500764,0.501136
0,0.500343,0.503004
0,0.499868,0.500859
0,0.499751,0.500402
0,0.499745,0.507814
0,0.499538,0.503412
0,0.499387,0.500367
0,0.499368,0.506374
0,0.499022,0.505469
0,0.498904,0.51699
0,0.498657,0.504561
0,0.498517,0.51671
0,0.498291,0.506194
0,0.498188,0.501812
0,0.49796,0.502028
0,0.497922,0.498055
0,0.497757,0.497799
0,0.497433,0.524547
0,0.49737,0.501784
0,0.496986,0.503258
0,0.496936,0.500327
0,0.49693,0.500003
0,0.496843,0.49921
0,0.496201,0.505444
0,0.495931,0.500464
0,0.49564,0.501334
0,0.495381,0.500191
0,0.495154,0.496615
0,0.494977,0.502904
0,0.494897,0.499134
0,0.494274,0.496875
0,0.494104,0.499353
0,0.49408,0.497852
0,0.493997,0.494679
0,0.493977,0.502416
0,0.493803,0.49422
0,0.493781,0.495063
0,0.493641,0.496073
0,0.493229,0.494328
0,0.493187,0.49648
0,0.493047,0.496447
0,0.49277,0.495871
0,0.492762,0.496589
0,0.492716,0.498118
0,0.492628,0.498328
0,0.492507,0.494339
0,0.492441,0.492631
0,0.492238,0.505225
0,0.492179,0.49375
0,0.492022,0.492354
0,0.492018,0.517457
0,0.491858,0.494347
0,0.491594,0.495527
0,0.491448,0.496447
0,0.491245,0.491497
0,0.490743,0.490903
0,0.490457,0.491852
0,0.490344,0.496971
0,0.49032,0.496855
0,0.490262,0.495626
0,0.490249,0.490629
0,0.490233,0.49594
0,0.49004,0.49051
0,0.48983,0.48983
0,0.489813,0.491372
0,0.489805,0.50499
0,0.489793,0.49281
0,0.489733,0.490961
0,0.489677,0.492765
0,0.489627,0.501245
0,0.489474,0.490612
0,0.489433,0.49431
0,0.489335,0.492737
0,0.489219,0.490684
0,0.48921,0.4896
0,0.489169,0.495164
0,0.489082,0.494613
0,0.488937,0.488962
0,0.488888,0.495552
0,0.488864,0.496295
0,0.488843,0.494329
0,0.488819,0.505294
0,0.488785,0.493646
0,0.488771,0.493047
0,0.488739,0.494464
0,0.488676,0.49124
0,0.488544,0.48862
0,0.488489,0.490648
0,0.48847,0.490413
0,0.488442,0.491412
0,0.488387,0.498823
0,0.488322,0.488362
0,0.488266,0.491984
0,0.488217,0.489824
0,0.487777,0.502158
0,0.487636,0.493772
0,0.48754,0.488041
0,0.4875,0.500262
0,0.487474,0.490554
0,0.487359,0.488244
0,0.487216,0.494614
0,0.487019,0.488301
0,0.486972,0.487952
0,0.486902,0.488884
0,0.486884,0.492269
0,0.486879,0.489173
0,0.486859,0.489956
0,0.486552,0.487465
0,0.486524,0.489625
0,0.486365,0.497031
0,0.486242,0.486508
0,0.486172,0.490735
0,0.486119,0.489474
0,0.485961,0.489547
0,0.485951,0.486869
0,0.485946,0.494647
0,0.485818,0.48663
0,0.485722,0.490561
