0,0.603813,0.68732
0,0.575556,0.597588
0,0.551877,0.694117
0,0.508294,0.848394
0,0.487048,0.552068
0,0.486519,0.54088
0,0.477437,0.523218
0,0.464224,0.53474
0,0.452012,0.516244
0,0.445651,0.524648
0,0.432941,0.477856
0,0.426232,0.465093
0,0.424141,0.482098
0,0.419398,0.430004
0,0.418848,0.465057
0,0.410121,0.500619
0,0.409474,0.481437
0,0.404022,0.415478
0,0.402484,0.42545
0,0.395127,0.485501
0,0.382397,0.396025
0,0.381542,0.464194
0,0.379422,0.484165
0,0.378911,0.653506
0,0.370051,0.539201
0,0.365885,0.402334
0,0.365666,0.492886
0,0.360095,0.361549
0,0.359564,0.432727
0,0.359206,0.42843
0,0.35743,0.378136
0,0.347621,0.374322
0,0.34566,0.461116
0,0.342389,0.403501
0,0.34095,0.520626
0,0.338866,0.489662
0,0.337284,0.611162
0,0.335673,0.397279
0,0.32561,0.543903
0,0.323409,0.611866
0,0.32329,0.327014
0,0.320717,0.46878
0,0.319606,0.654129
0,0.315104,0.35055
0,0.314015,0.331504
0,0.311872,0.404391
0,0.310441,0.518881
0,0.309846,0.379857
0,0.308638,0.392285
0,0.308611,0.312813
0,0.305111,0.431925
0,0.304896,0.392377
0,0.304521,0.355833
0,0.302941,0.404116
0,0.302848,0.376466
0,0.302789,0.328135
0,0.302323,0.48198
0,0.298756,0.438515
0,0.294652,0.316045
0,0.290905,0.335422
0,0.28839,0.31585
0,0.28828,0.672651
0,0.287862,0.326793
0,0.287343,0.401971
0,0.28705,0.445145
0,0.284402,0.38117
0,0.282404,0.389803
0,0.281186,0.335422
0,0.280825,0.425996
0,0.280246,0.388448
0,0.279977,0.281438
0,0.279952,0.478878
0,0.279651,0.295455
0,0.279376,0.358263
0,0.279295,0.314653
0,0.279263,0.363891
0,0.278723,0.426016
0,0.277822,0.406616
0,0.277457,0.301485
0,0.275746,0.297849
0,0.274873,0.396798
0,0.274655,0.295586
0,0.273793,0.316727
0,0.272565,0.282795
0,0.272393,0.305
0,0.270671,0.445161
0,0.270201,0.366836
0,0.269236,0.291793
0,0.268232,0.458369
0,0.267919,0.29509
0,0.267674,0.392649
0,0.265477,0.575255
0,0.262573,0.286138
0,0.261623,0.287117
0,0.259954,0.285662
0,0.259394,0.261312
0,0.258261,0.353703
0,0.257185,0.447991
0,0.256653,0.544045
0,0.256609,0.294211
0,0.256466,0.326992
0,0.25641,0.392017
0,0.25512,0.30018
0,0.254833,0.257817
0,0.254762,0.331296
0,0.253726,0.275178
0,0.253679,0.358984
0,0.252884,0.561274
0,0.252861,0.302946
0,0.251675,0.350135
0,0.251027,0.272651
0,0.249648,0.257817
0,0.248896,0.421865
0,0.248236,0.404391
